@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
microsoft,neutral,'RT WinRumors If you missed this earlier Steve Ballmer bashes Android phones video http t co NvD7MQVk microsoft windows'
twitter,irrelevant,'Che a alguien le gusta mi nuevo fondo o mi icono de twitter o'
microsoft,irrelevant,'Vous rappelez vous l poque du Gros M chant Microsoft http t co 7bSGGCO0'
google,neutral,'New Galaxy Nexus App Improvements Beam sharing using NFC nexus samsung google android bit ly nEJbyE'
twitter,neutral,'Use Twitter to generate traffic to your website http t co 72YmN3kD'
google,irrelevant,'caramba a galera da google mandou muito bem no novo android novidades na app da camera est o d soudev o quero o novo Google Nexus D'
twitter,irrelevant,'raellenkoga kk isso porque eu ttinha twitter antes de voc mais ttinha esqueciido de tudo S kkkkkkk'
apple,irrelevant,'iPad Apple'
apple,negative,'apple you can suck it you and your fucking iPhones better be glad it s all I like cause the service Is fucking terrible'
google,positive,'So so excited for all of the new Android features Awesomeness Android ICS Google GalaxyNexus'
apple,positive,'apple Siri is amazing'
microsoft,neutral,'RT Simon Townsend Microsoft tests and proves AppSense enterprise scalability 78K users on one personalization DB http t co LwFLXASL'
microsoft,neutral,'Blessing in disguise Ballmer feels lucky Microsoft didn t buy Yahoo in 2008 http t co 2Acd5GOz business'
microsoft,positive,'Microsoft Stores offer up free Windows Phone 7 devices microsoft microsoftstores http t co 7YvJMHnQ'
microsoft,negative,'ICS android is going to kill both Mango wmp microsoft and rimm it already killed webOS and Nokia OS'
google,neutral,'Have anyone of you found a Twitter to Google tool Google Twitter'
microsoft,irrelevant,'Kinect Sports 2 Nos premi res impressions http t co lFXtQIVR kinect microsoft'
apple,positive,'Create new folders from within your photo album in iOS5 finally Thanks Apple that s been a thorn in my side for a while newfeature'
twitter,irrelevant,'danielpulido03 Con el tiempo querido amigo entenderas pronto aprenderas alabado sea twitter el diario de personasinviables D'
microsoft,neutral,'nand krish007 Microsoft arrogance again Ballmer says you need to be a computer scientist to use Android http t co pltitgeI'
apple,negative,'apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade Why'
twitter,neutral,'Twitter should have Emoticons'
google,irrelevant,'RT twandroid Possibilit de mettre des contacts dans les dossiers google nexusprime'
apple,irrelevant,'MissHell23 Umm pretty sure I typed Apple not you but okies why d you do it then grin'
google,positive,'Loved the introduction of the Google Galaxy Nexus Ice Cream Sandwich Really looking forward to my new phone android ics nexus google'
apple,negative,'apple cu'
microsoft,irrelevant,'Microsoft verl ngert Umsatzgarantien f r Suchpartner Yahoo Yahoos Interims CEO Tim Morse zufolge sol http t co Kcetw7RT microsoft'
twitter,neutral,'twitter keeps me from sleeping soaddicted'
apple,neutral,'Win an Apple iPod Touch from Mommy gaga get the Pampers Hello World Baby Memories App http t co gIHYpzWO PampersHelloApps'
google,neutral,'Android 4 0 Ice Cream Sandwich announcement round up android google http t co 8DjJHFGu'
microsoft,neutral,'Microsoft researchers want to turn your hand into a touchscreen http t co WJAB0tMQ via arstechnica'
twitter,neutral,'Twitter Off'
microsoft,irrelevant,'Warum steht bei anked eigentlich ehemalige Microsoft Managerin und nicht Zuk nftige Piraten Stadtr tin AnneWill'
twitter,irrelevant,'Lo primero que pongo cuando abro el navegar es Twitter Luego Facebook y de ultimo Hotmail jajaja'
microsoft,neutral,'Microsoft Takes a Shot at the Wii in Their Newest DanceCentral 2 Ad Video http t co A8tlwr3o Kinect games'
apple,neutral,'RT petapixel iPhone 4S vs Canon 5D Mark II A side by side comparison of 1080p HD video http t co qMyMIV7z lt lt apple Wow'
google,irrelevant,'RT DanyFajardo DanielaS04 eso Google'
google,neutral,'GMusic Unites Google Music with Apple iOS Apps http t co R0ih6ePa republished'
apple,negative,'I am very upset about and inconvenienced by this iphone update failed backup iphone apple'
twitter,neutral,'RealJaythoven twitter and Facebook gone get sumbody beat up mane everybody b so reckless'
twitter,irrelevant,'tava fazendo o twitter da minha irm kkk'
twitter,positive,'RT derryXOwners I like twitter'
apple,negative,'You know apple It s been almost a week since I paid for iTunes Match I would really like to use it Any ETA on a fix'
microsoft,negative,'So let me get this straight microsoft makes windows phone microsoft owns skype but there s no skype app for windows phone'
google,positive,'WPdesignteam joebelfiore windowsphone You guys just taught Google Android how to design a decent phone So much Metro Good Job guys'
apple,irrelevant,'O piratasdainformatica s n o disse se o Bill Gates tbm dono da Apple'
microsoft,irrelevant,'Ballmer Microsoft fue afortunado de no haber adquirido Yahoo en 2008 previo al colapso financiero de aquel momento http t co 9yDSNrbx'
microsoft,neutral,'Microsoft opens the spigot Windows Phone Mango available to all microsoft windowsphone Microsoft has said th http t co uEpATRzx'
google,irrelevant,'RT twandroid Nouvelle app Calendrier plus pur e google nexusprime'
twitter,irrelevant,'Creo que hoy es mi ultimo d a en Twitter'
microsoft,irrelevant,'H rt einen Vortrag von Leslie Lampert einem Microsoft Guru'
microsoft,neutral,'microsoft announces SP3 for office2007 and sharepoint2007'
microsoft,neutral,'Big Data and the Cloud More Hype or a Real Workload http t co WA0bP7Mx azure hpc microsoft'
apple,neutral,'RT TalkYo ISH Dear Apple Can We Get Some Afro American Emoticons Management'
twitter,irrelevant,'ferisykes por fi te encuentro en Twitter DD'
google,irrelevant,'Android ICS predice cu l ser tu gasto de datos y te advierte o bloquea para que no gastes m s dinero tecnologia ciencia google'
google,neutral,'SEO Tip Meta nofollowed or robots txt blocked pages DO receive pagerank juice when they get links google'
google,irrelevant,'Voici un tr s bon r sum de l annonce du GalaxyNexus de Google http t co O0bh5nBp'
twitter,irrelevant,'RT JuanJimenez V Tan linda MiN me arreglo el Twitter de nuevoooo'
apple,negative,'IOS5 has one problem when i save someone in my contacts they don t show his nam becuz of the region 965 apple apple'
google,irrelevant,'keizai sumaho google http t co h822eCym'
google,neutral,'is oxycodone and nyquil a bad mix lol I don t think so but ineedadoctor and I m to lazy to use google'
apple,negative,'Apple thank you for sucking so much I cannot believe you would sell something online that isn t made'
apple,neutral,'Apple have just announced they sold 4 million phones this weekend Incredible That recession continues to bite apple recession'
microsoft,neutral,'RT whymicrosoft Are you making the move from GoogleApps to Microsoft gt gt Metalogix can migrate you from GoogleApps to SharePoint'
twitter,irrelevant,'alejado de twitter y facebook mi vida esta vacia ya ni tiempo tengo de quejarme'
google,neutral,'My thoughts on tonight s Google Ice Cream Sandwich and Samsung Galaxy Nexus talk http t co gu7ScKXL'
twitter,irrelevant,'nataliagdl1207 hahahaha bby obviamente no es para ti ni para nadie en Twitter'
apple,positive,'blackberry boo hiss apple wuhu When will my berry powered technology actually work'
apple,neutral,'apple appstore mac iOs Ipad siri Will siri be available for iPad 2'
microsoft,irrelevant,'Microsoft e Adobe i pi danneggiati dalla pirateria http t co GLCjzqXG mercato'
twitter,positive,'tas82011 Thnx Isn t Twitter pretty damn amazing Hope yr enjoying it Fast like you and I'
twitter,irrelevant,'Gamit m din pala twitter now akosiadrienne haha gt lt'
microsoft,neutral,'RT SAP MICROSOFT Follow whymicrosoft for insight on Microsoft solutions which drive productivity for people and their organizations'
microsoft,positive,'Absolutely loving the ARC mouse courtesy of the one and only gregulator0 inspired microsoft'
twitter,neutral,'socialfans Top Twitter Related Sites http t co JoDmoruF design twitter'
apple,neutral,'MisThang2u nope they wouldn t even let me my mom switch apple she has an upgrade mine isn t do til march'
microsoft,irrelevant,'Microsoft vi aspetta a SMAU dal 19 al 21 ottobre http t co lDhDVeWx venite a trovarci Siamo al Pad 4 Stand A23'
microsoft,irrelevant,'ultiem zwaktebod concurrentie hekelen om je eigen product te pushen Ballmer Android is te complex http t co xq0tRp44 microsoft fud'
google,positive,'Thoughts on Android 4 0 ICS Excited to play with the new features android google'
google,irrelevant,'RT twandroid Prise de photo quasi instantann e ouaaaaaaahhhhh google nexusprime'
google,neutral,'Now it s time for some Ice Cream Sandwich Samsung launched it s latest Android Galaxy Nexus phone powered by Google'
microsoft,neutral,'Microsoft India Webcast LIVE on Cloud Management with System Center App Controller Codename Concero http t co TSYXWdKh Cloud'
microsoft,irrelevant,'Piensas lanzar tu propio emprendimiento Microsoft te acerca los mejores recursos tecnol gicos http t co EBswmyUi SoloPensamosenTI'
google,neutral,'http t co 18xg3ivo Google s Ice Cream Sandwich Official http t co 7h5YdQCN android icecreamsandwich'
google,irrelevant,'Google http t co Hmo2qDKO'
google,irrelevant,'Echelon Quality Management System pdf ebook http t co sPVYoB8r google'
google,positive,'Raise your hand if you now want an Android4 IceCreamSandwich powered GALAXYNexus phone Google Samsung'
apple,irrelevant,'dgosset lolopb oh putain j ai vid mon spam il y a peu Le mail de applecert apple com est dans ce qu il reste'
google,irrelevant,'Para el que le interese saber las caracter sticas del nuevo cel que me comprar http t co 4JjjCqdJ El galaxynexus de google'
google,neutral,'Google Ice Cream Sandwich Android 4 0 a hands on screenshot gallery http t co 61bZRSWI via engadget'
google,negative,'kursed Google is terrible at presentations Hated the terrible camera interference from the huge screen behind the speakers headache'
twitter,irrelevant,'Me Ausenteii por mutivos que me DeixaramTriste mais Twitter Estou de Volta uhuruoooo'
google,negative,'Did Google really just highlight a new font Roboto as part of their ICS announcement for Android Seriously'
microsoft,neutral,'Ballmer confirms Nokia phone debut you can quote him on that http t co Oe9Imdob microsoft SteveBallmer'
apple,neutral,'If you sign up for iClould will you also get iRain apple icloud'
twitter,irrelevant,'awwwns Qeriido Twitter Grasiias poqe en ti puedo desahoqar miis indirectaaas D'
google,irrelevant,'RT vers FuturKing gt FTTank Voici un tr s bon r sum de l annonce du GalaxyNexus de Google http t co ueCURyDX'
twitter,neutral,'RT SharonHayes Top 50 Twitter Acronyms Abbreviations and Initialisms http t co EQGBHNq6 via ruhanirabin'
google,neutral,'Anyone use Google'
google,neutral,'The competition Google introduces Android 4 0 Ice Cream Sandwich and the Galaxy Nexus http t co PCu88z7j'
google,positive,'kymbersanden google my favorite study guide'
twitter,irrelevant,'Twitter se tarda para cambiar de avatar'
twitter,neutral,'twitter should i upload tweetdeck for my laptop'
twitter,irrelevant,'jajajaja ps q mas se hace En Twitter PilarGarciaM'
google,neutral,'116 new jobs posting for google http t co XfG6l29D jobely'
microsoft,irrelevant,'Microsoft http t co vkXG7AZ5'
apple,negative,'Turns out my computer isn t as fixed as it is meant to be Fuck you Apple I m going back to your Genius Bar to complain annoyed'
google,neutral,'Google Adsense Tools http t co 2IjBZdvn Adsense Google Tools'
microsoft,neutral,'Microsoft should follow suit with Bing and Windows Live http t co 9s0f4SNn'
apple,negative,'apple No location reminders on ipad2 That was the point of updating to iOS 5'
apple,irrelevant,'que amable es la gente de apple'
google,neutral,'Dennis Goedegebuure s Thoughts on Changes in Google Analytics I contacted Dennis and asked http t co okCwNrpq'
twitter,irrelevant,'aa laa gran laa compuu se trava sii tengo twitter y facebook aviiertooos'
apple,neutral,'BeeeThree I am aye I wasn t apple'
apple,negative,'apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore fail'
twitter,irrelevant,'meu Twitter ta a coisa mais linda rs'
microsoft,irrelevant,'RT druncks In de smartphonewereld lopen 57 patentrechtszaken De grote winnaar lijkt Microsoft http t co m7oqSFhA patent depers'
google,irrelevant,'Brilhante a apresenta o do Android ICS O Google simplesmente abusou da tecnologia Sambou na cara das agendas ICS google Android'
twitter,neutral,'Trying to identify a constantcontact expert anyone on twitter'
apple,irrelevant,'Find more the best Angel Christmas Tree O http t co d5G1rY5d Starfrit Apple Peeler'
google,neutral,'Google announces Android Beam for sharing between Android Phones Based on NFC technology http t co bc7yhhR4'
twitter,positive,'twitter i love you'
apple,irrelevant,'pnt21 Apple'
twitter,neutral,'This nigga need to go to Twitter Jail'
twitter,neutral,'I just installed the new Twidroyd for Twitter on my Android Phone It s Free give it a try http t co Xm2blIfC'
apple,positive,'Another great James Stewart story in today s NY Times about importance of architecture in apple retail success http t co Kniz452s'
apple,negative,'philipgrey dear apple why you gotta go change the way lt input type number gt is handled out of the blue'
twitter,irrelevant,'Vuelvo a el Twitter hasta el 07 11 2011 by LLLF'
microsoft,irrelevant,'RT GroenewegBV Steve Ballmer haalt uit naar Android http t co LlIxBzeV nuandroid Dan ben ik ook een nerd ja daaaaag slecht zeg v'
apple,neutral,'bxlewi1 hey do you know why Apple hasn t added 4G support yet Seems like an odd omission for such an advanced device'
